Date ,Time,Amount,Transaction Type,Device Type,Country,Region,Ip_Address,Is Foreign Transaction?,Is High Risk Country,Has Fraud History,Device Trust Score,User Age,User Tenure,Numer of Previous transactions,Average Transaction Amount,Time since last transaction,Risk Score,Transaction Amount (z Score),Is Fraud
27-05-2025,01:37:00,609.41,deposit,desktop,Australia,Oceania,153.82.252.227,1,0,0,0.79,25,98,359,86.24,318.58,255.9522,4.128422959,0
29-06-2025,06:18:00,81.47,withdrawal,tablet,Australia,Oceania,171.92.227.254,1,0,0,0.8,61,99,949,21.36,160.74,32.588,-0.316749588,0
27-03-2025,17:33:00,102.08,transfer,desktop,Mexico,North America,77.2.14.245,1,0,0,0.7,54,153,60,57.42,100.72,61.248,-0.143216599,0
25-02-2025,04:31:00,21.84,purchase,tablet,Argentina,South America,193.109.3.113,1,1,0,0.71,45,78,66,109,26.24,13.6672,-0.818824898,0
06-05-2025,01:15:00,269.7,deposit,desktop,UAE,Middle East,152.185.38.16,1,0,0,0.64,61,172,284,85.36,103.1,194.184,1.268117686,0
26-02-2025,20:00:00,31.56,withdrawal,mobile,Germany,Europe,202.190.174.208,0,0,0,0.69,60,157,467,121.45,198.44,9.7836,-0.736984012,0
02-04-2025,00:54:00,25.23,withdrawal,tablet,Mexico,North America,47.177.132.179,1,0,0,0.73,22,7,696,109.09,280.23,13.6242,-0.790281626,0
10-02-2025,19:12:00,31.07,deposit,mobile,South Korea,Asia,201.89.101.226,1,0,0,0.82,25,128,436,41.77,305.92,11.1852,-0.741109736,0
07-06-2025,22:05:00,302.52,purchase,desktop,Japan,Asia,130.76.126.241,1,0,0,0.81,65,25,11,103.05,70.5,114.9576,1.544456972,0
30-04-2025,09:18:00,145.62,transfer,tablet,Australia,Oceania,205.254.190.49,1,0,0,0.58,41,8,171,122.88,157.71,122.3208,0.223383417,0
03-05-2025,10:00:00,175.63,transfer,mobile,France,Europe,84.223.108.62,1,1,0,0.55,73,131,764,94.67,154.82,159.067,0.476062942,0
28-03-2025,00:46:00,56.79,transfer,mobile,China,Asia,219.145.184.49,1,0,0,0.68,37,31,176,144.73,4.51,36.3456,-0.524551343,0
25-06-2025,04:49:00,287.86,transfer,mobile,Russia,Europe/Asia,202.159.223.118,1,0,0,0.99,52,68,698,32.51,646.59,5.7572,1.421022056,0
02-03-2025,04:51:00,186.94,deposit,desktop,India,Asia,51.224.205.26,1,0,0,0.81,23,32,697,84.48,336.17,71.0372,0.57129138,0
24-01-2025,01:47:00,166.64,purchase,tablet,Australia,Oceania,220.225.197.244,1,0,0,0.77,22,135,654,79.17,325.6,76.6544,0.400368543,0
15-02-2025,16:45:00,424.61,purchase,mobile,Nigeria,Africa,62.213.142.15,1,0,0,0.86,27,142,998,99.31,259.05,118.8908,2.572435751,1
12-05-2025,09:20:00,54.72,withdrawal,desktop,Mexico,North America,179.6.17.130,1,0,0,0.57,70,162,856,113.39,185.29,47.0592,-0.54198042,0
18-04-2025,05:41:00,113.29,withdrawal,desktop,Japan,Asia,203.45.120.137,1,0,0,0.86,45,12,182,126.2,76.39,31.7212,-0.048830145,0
20-02-2025,18:55:00,288.86,purchase,desktop,South Africa,Africa,219.49.167.162,1,0,0,0.66,29,37,642,82.89,149.49,196.4248,1.429441901,0
25-05-2025,01:27:00,187.79,withdrawal,tablet,Japan,Asia,163.48.44.114,1,0,0,0.51,70,27,42,81.64,58.22,184.0342,0.578448247,0
16-05-2025,06:20:00,99.44,purchase,desktop,Mexico,North America,211.171.175.85,1,0,0,0.72,32,85,760,101.43,506.96,55.6864,-0.165444988,0
07-04-2025,10:01:00,9.51,deposit,desktop,Indonesia,Asia,189.103.182.16,1,0,0,0.91,20,121,647,97.9,71.08,1.7118,-0.922641577,0
18-04-2025,22:13:00,126.92,deposit,tablet,Indonesia,Asia,27.67.253.164,1,0,0,0.78,40,77,244,107.35,97.41,55.8448,0.065932331,0
23-02-2025,12:23:00,89.73,transfer,tablet,Germany,Europe,94.35.246.123,0,0,0,0.73,70,89,614,125.12,3.84,24.2271,-0.247201675,0
25-01-2025,05:35:00,24.43,purchase,desktop,Brazil,South America,102.215.246.238,1,0,0,0.64,69,34,649,89.96,140.73,17.5896,-0.797017501,0
17-05-2025,10:15:00,256.71,deposit,desktop,United Kingdom,Europe,19.16.24.62,1,0,0,0.73,53,42,33,68.82,371.16,138.6234,1.15874391,0
24-05-2025,17:33:00,50.45,purchase,mobile,Australia,Oceania,110.58.152.55,1,0,1,1,24,64,859,91.17,58.9,0,-0.577933155,0
25-05-2025,19:42:00,58.82,withdrawal,tablet,Australia,Oceania,209.156.38.253,1,0,0,0.87,18,48,377,69.17,214.84,15.2932,-0.507459059,0
15-04-2025,20:22:00,133.92,purchase,tablet,Nigeria,Africa,139.31.106.22,1,0,0,0.75,25,17,762,154.94,837.74,66.96,0.12487124,0
23-02-2025,23:59:00,80.52,transfer,mobile,Indonesia,Asia,84.238.227.52,1,0,0,0.61,44,149,324,91.93,173.15,62.8056,-0.32474844,0
24-01-2025,08:58:00,11.22,transfer,desktop,UAE,Middle East,203.213.244.171,1,0,0,0.45,66,15,448,83.29,474.92,12.342,-0.908243643,0
28-04-2025,15:55:00,58.81,deposit,desktop,United Kingdom,Europe,161.168.188.37,1,0,0,0.56,39,26,865,86.74,480.41,51.7528,-0.507543257,0
08-02-2025,10:58:00,11.91,withdrawal,desktop,China,Asia,162.100.217.165,1,0,0,0.7,69,161,191,128.07,316.88,7.146,-0.90243395,0
17-05-2025,02:28:00,25.4,withdrawal,desktop,Russia,Europe/Asia,90.74.254.149,1,0,0,0.6,48,99,392,131.49,136.75,20.32,-0.788850252,0
01-05-2025,22:33:00,0.86,purchase,mobile,China,Asia,189.19.196.176,1,0,0,0.52,60,90,827,107.15,427.68,0.8256,-0.995473229,0
01-02-2025,14:36:00,24.01,withdrawal,tablet,Nigeria,Africa,166.14.176.121,1,0,0,0.73,56,140,360,91.79,843.78,12.9654,-0.800553836,0
08-05-2025,19:10:00,48.14,transfer,tablet,South Korea,Asia,204.100.77.43,1,0,1,0.54,28,22,137,88.41,95.29,44.2888,-0.597382995,0
14-01-2025,18:58:00,92.72,deposit,desktop,South Africa,Africa,84.171.98.75,1,0,0,0.81,60,98,140,36.95,208.89,35.2336,-0.222026341,0
29-04-2025,13:29:00,302.01,deposit,mobile,UAE,Middle East,163.248.162.95,1,0,0,0.88,71,97,58,127.42,275.12,72.4824,1.540162852,0
20-06-2025,17:20:00,93.27,deposit,desktop,Indonesia,Asia,18.242.214.136,1,0,0,1,38,74,817,147.73,270.7,0,-0.217395426,0
13-05-2025,11:45:00,146.74,withdrawal,desktop,Indonesia,Asia,219.113.241.8,1,0,0,0.59,70,173,300,77.05,161.73,120.3268,0.232813643,0
02-05-2025,17:38:00,53.12,withdrawal,mobile,Saudi Arabia,Middle East,27.32.114.147,1,0,0,0.65,32,135,651,109.98,235.32,37.184,-0.555452171,0
11-04-2025,00:34:00,167.14,transfer,mobile,India,Asia,217.242.25.19,1,0,0,0.59,45,28,656,126.33,17.24,137.0548,0.404578465,0
01-05-2025,08:43:00,116.26,purchase,tablet,Russia,Europe/Asia,193.145.255.59,1,0,0,0.89,55,40,578,82.13,19.98,25.5772,-0.023823208,0
20-04-2025,06:11:00,73.9,purchase,tablet,Japan,Asia,218.185.161.44,1,0,0,0.61,40,94,111,95.73,805.45,57.642,-0.380487809,0
14-05-2025,02:56:00,25.85,deposit,desktop,China,Asia,43.36.188.59,1,0,1,0.68,44,50,166,121.27,240.29,16.544,-0.785061322,0
20-03-2025,23:05:00,43.41,deposit,desktop,Canada,North America,102.108.196.240,1,0,0,0.75,36,114,683,113.42,65.16,21.705,-0.637208858,0
09-03-2025,20:39:00,116.41,withdrawal,tablet,Singapore,Asia,188.151.169.133,1,0,0,0.6,62,109,357,118.8,92.16,93.128,-0.022560232,0
01-03-2025,14:51:00,66.63,deposit,mobile,Australia,Oceania,194.183.28.134,1,0,0,0.94,33,94,110,55.81,365.14,7.9956,-0.441700076,0
22-05-2025,22:24:00,264.21,transfer,desktop,Canada,North America,220.82.250.240,1,0,0,0.56,29,10,368,104.74,353.35,232.5048,1.221892741,0
15-02-2025,09:30:00,32.12,transfer,desktop,Japan,Asia,221.195.243.118,1,0,0,0.77,68,25,195,79.51,322,14.7752,-0.732268899,0
22-02-2025,11:51:00,9.11,deposit,mobile,Singapore,Asia,187.238.221.78,1,0,0,0.6,40,140,355,85.14,86.28,7.288,-0.926009514,0
06-03-2025,21:11:00,106.8,deposit,desktop,UAE,Middle East,3.241.138.220,1,1,0,0.67,68,119,585,120.23,537.86,71.488,-0.103474934,0
11-01-2025,15:52:00,260.64,deposit,mobile,United Kingdom,Europe,110.168.171.78,1,0,0,0.75,24,1,187,55.25,20.12,130.32,1.191833897,0
09-03-2025,07:19:00,54.45,deposit,tablet,Germany,Europe,31.240.182.104,0,0,0,0.61,67,73,740,124.73,164.38,21.2355,-0.544253778,0
07-06-2025,07:49:00,125.2,deposit,tablet,India,Asia,200.184.106.141,1,0,0,0.22,73,38,391,83.66,432.69,195.312,0.051450199,0
28-05-2025,16:32:00,31.58,transfer,tablet,Brazil,South America,179.196.74.78,1,0,0,0.92,63,82,501,138.16,81.65,5.0528,-0.736815615,0
24-06-2025,15:16:00,98.1,purchase,tablet,Argentina,South America,193.216.16.20,1,0,0,0.46,74,165,121,94.53,82.51,105.948,-0.176727579,0
01-02-2025,20:55:00,185.46,transfer,tablet,Saudi Arabia,Middle East,210.181.196.52,1,0,0,0.67,63,113,410,164.4,0.4,122.4036,0.55883001,0
24-02-2025,14:51:00,242.12,transfer,desktop,Canada,North America,59.161.91.186,1,0,0,0.75,71,140,460,40.83,204.53,121.06,1.035898383,0
23-03-2025,03:32:00,13.33,deposit,tablet,Russia,Europe/Asia,73.192.116.12,1,0,0,0.75,47,165,464,41.87,752.56,6.665,-0.890477772,0
17-04-2025,09:29:00,52.88,purchase,desktop,China,Asia,135.114.226.91,1,0,0,0.77,33,96,927,136.44,215.65,24.3248,-0.557472934,0
01-05-2025,09:16:00,122.48,deposit,desktop,Brazil,South America,180.228.2.187,1,0,1,0.71,67,12,664,135.71,813.37,71.0384,0.028548223,0
13-05-2025,14:25:00,4.24,transfer,mobile,United Kingdom,Europe,164.221.124.53,1,0,0,0.77,49,56,193,56.73,72.79,1.9504,-0.967014155,0
27-05-2025,19:00:00,140.78,purchase,desktop,France,Europe,178.104.89.41,1,0,0,0.81,58,101,440,75.3,150.68,53.4964,0.182631372,0
16-04-2025,02:50:00,90.1,withdrawal,desktop,Germany,Europe,124.49.220.119,0,0,0,0.95,38,167,63,90.34,1433.59,4.505,-0.244086332,0
28-04-2025,01:53:00,40.86,deposit,tablet,Australia,Oceania,209.125.222.70,1,0,0,0.66,21,56,410,107.54,482.13,27.7848,-0.658679461,0
16-03-2025,21:28:00,202.26,withdrawal,tablet,Russia,Europe/Asia,128.38.20.120,1,0,0,0.94,24,107,314,131.61,257.14,24.2712,0.700283393,0
17-06-2025,21:06:00,41.11,withdrawal,mobile,India,Asia,117.206.53.130,1,0,0,0.71,44,160,27,97.32,27.33,23.8438,-0.6565745,0
06-03-2025,11:10:00,570.93,withdrawal,mobile,Japan,Asia,208.179.84.150,1,0,0,0.84,60,33,325,138.67,41.94,182.6976,3.804427354,0
19-06-2025,14:18:00,203.38,withdrawal,desktop,South Korea,Asia,149.123.58.20,1,0,0,0.79,23,152,38,119.69,174.08,85.4196,0.709713618,0
09-06-2025,22:06:00,147.71,purchase,mobile,United Kingdom,Europe,63.179.207.4,1,0,0,0.6,37,159,47,106.73,506.11,118.168,0.240980892,0
03-04-2025,22:04:00,7.6,deposit,tablet,United Kingdom,Europe,63.181.153.10,1,0,0,0.53,61,2,497,77.23,405.72,7.144,-0.938723479,0
08-04-2025,00:24:00,281.6,purchase,tablet,France,Europe,212.100.28.177,1,0,0,0.81,61,52,240,137.96,578.35,107.008,1.368313832,0
14-04-2025,00:29:00,187.31,deposit,tablet,Australia,Oceania,203.43.30.11,1,0,0,0.58,29,81,891,64.09,155.87,157.3404,0.574406722,0
09-02-2025,21:03:00,31.21,deposit,desktop,United States,North America,163.167.147.42,1,0,0,0.6,31,129,731,72.92,258.45,24.968,-0.739930957,0
17-05-2025,04:51:00,59.76,deposit,desktop,Singapore,Asia,36.104.23.181,1,1,0,0.7,59,52,533,124.88,110.45,36.856,-0.499544405,0
03-02-2025,21:15:00,37.54,purchase,mobile,Indonesia,Asia,202.168.83.253,1,0,0,0.91,51,95,591,98.57,231.74,6.7572,-0.686633344,0
02-06-2025,15:57:00,499.38,transfer,tablet,Russia,Europe/Asia,146.79.111.163,1,0,0,0.95,69,124,507,133.21,287.38,49.938,3.201987502,0
19-06-2025,12:10:00,231.06,withdrawal,desktop,Germany,Europe,171.180.8.216,0,0,0,0.54,61,93,396,84.2,217.71,106.2876,0.942774906,0
19-01-2025,12:41:00,319.5,transfer,desktop,Russia,Europe/Asia,71.2.68.37,1,1,0,0.34,34,132,125,150.43,66.22,422.74,1.687425927,0
21-06-2025,02:33:00,186.58,transfer,mobile,Japan,Asia,68.206.188.69,1,0,0,0.72,57,100,331,84.98,124.37,104.4848,0.568260236,0
30-01-2025,05:28:00,73.13,transfer,tablet,Singapore,Asia,136.64.247.65,1,0,0,0.65,37,8,793,96.73,297.72,51.191,-0.386971089,0
13-03-2025,13:08:00,27.6,withdrawal,tablet,United States,North America,200.115.217.178,1,0,0,1,19,100,708,137.24,255.92,0,-0.770326595,0
27-06-2025,17:34:00,28,transfer,mobile,Germany,Europe,215.192.0.117,0,0,0,0.86,38,175,365,92.53,178.5,3.92,-0.766958657,0
28-02-2025,14:44:00,19.74,withdrawal,mobile,France,Europe,149.147.89.146,1,0,0,0.62,29,149,598,104.02,19.3,15.0024,-0.83650657,0
01-06-2025,07:56:00,94.93,withdrawal,mobile,China,Asia,23.12.63.181,1,0,0,0.55,30,75,122,68.82,181.39,85.437,-0.203418485,0
04-04-2025,11:23:00,303.04,withdrawal,mobile,Nigeria,Africa,117.189.28.127,1,0,0,0.82,18,140,683,64.52,250.76,109.0944,1.548835291,0
21-06-2025,01:43:00,576.41,deposit,tablet,Indonesia,Asia,138.17.101.174,1,0,0,0.65,35,91,691,165.15,74.07,403.487,3.8505681,0
18-05-2025,08:27:00,40.64,deposit,tablet,Nigeria,Africa,208.193.177.186,1,0,0,0.62,31,34,987,89.17,4.35,30.8864,-0.660531827,0
07-01-2025,02:22:00,143.41,transfer,mobile,South Korea,Asia,80.242.217.71,1,0,0,0.79,48,103,89,136.49,215.32,60.2322,0.204775562,0
03-01-2025,07:47:00,109.09,deposit,desktop,Germany,Europe,210.94.74.182,0,0,0,0.59,41,77,536,96.82,143.03,44.7269,-0.084193491,0
18-06-2025,19:36:00,80.55,withdrawal,desktop,South Korea,Asia,163.173.0.81,1,0,0,0.79,29,81,9,81.79,351.22,33.831,-0.324495845,0
12-01-2025,22:45:00,131.51,deposit,tablet,Russia,Europe/Asia,33.1.141.171,1,0,0,0.81,69,68,874,87.94,40.33,49.9738,0.104579416,0
19-01-2025,02:21:00,55.7,withdrawal,tablet,Mexico,North America,96.193.149.153,1,0,0,0.55,42,64,790,60.18,234.12,50.13,-0.533728973,0
11-02-2025,15:01:00,346.93,purchase,mobile,United States,North America,63.106.158.254,1,0,0,0.81,53,103,795,80.03,689.54,131.8334,1.918382253,0
15-03-2025,13:30:00,146.68,deposit,desktop,Germany,Europe,131.76.120.48,0,0,0,0.75,31,28,317,143.46,778.86,36.67,0.232308452,0
10-06-2025,18:00:00,168.39,transfer,tablet,United Kingdom,Europe,149.172.179.106,1,0,0,0.45,35,41,856,157.8,634.97,185.229,0.41510327,0
20-05-2025,00:03:00,33.32,purchase,desktop,Australia,Oceania,200.77.57.151,1,0,0,0.78,41,84,833,125.2,485.68,14.6608,-0.722165086,0
15-01-2025,05:19:00,22.15,purchase,mobile,South Africa,Africa,3.208.64.234,1,0,0,0.65,43,72,321,120.87,834.29,15.505,-0.816214746,0
04-05-2025,07:08:00,60.17,deposit,tablet,United Kingdom,Europe,179.6.147.251,1,0,0,0.7,47,47,142,88.11,1040.7,36.102,-0.496092269,0
21-04-2025,14:06:00,174.64,deposit,tablet,Indonesia,Asia,145.125.131.165,1,0,0,0.84,21,15,752,72.62,100.4,55.8848,0.467727296,0
11-03-2025,15:12:00,335.22,transfer,desktop,Argentina,South America,82.243.91.235,1,0,0,0.69,57,95,490,106.97,200.67,207.8364,1.819785878,0
10-02-2025,23:06:00,66.89,purchase,desktop,South Africa,Africa,38.23.123.3,1,1,0,0.99,46,149,93,83.66,370.96,2.3378,-0.439510916,0
28-05-2025,23:07:00,178.55,withdrawal,tablet,Australia,Oceania,15.116.177.33,1,1,0,0.37,35,48,20,103.72,212.82,225.973,0.500648887,0
26-04-2025,16:06:00,76.28,deposit,desktop,Indonesia,Asia,157.232.169.244,1,0,0,0.77,21,167,865,112.88,714.24,35.0888,-0.360448579,0
03-06-2025,13:16:00,41.99,purchase,desktop,Indonesia,Asia,199.184.34.181,1,0,0,0.63,50,32,173,75.37,1101.79,31.0726,-0.649165037,0
26-02-2025,23:12:00,161.31,purchase,mobile,Japan,Asia,15.79.116.79,1,0,0,0.65,73,6,679,120.24,205.65,112.917,0.355490773,0
24-05-2025,03:55:00,192.06,withdrawal,desktop,Nigeria,Africa,104.188.74.35,1,0,0,0.59,55,88,340,46.78,120.48,157.4892,0.614400982,0
26-03-2025,16:19:00,27.2,purchase,tablet,Indonesia,Asia,214.141.190.43,1,0,0,0.84,62,96,753,126.1,156.8,8.704,-0.773694533,0
12-03-2025,04:06:00,43.69,deposit,mobile,Nigeria,Africa,186.53.43.67,1,0,0,0.55,19,146,849,99.28,340.51,39.321,-0.634851302,0
07-02-2025,13:51:00,81.93,withdrawal,tablet,Russia,Europe/Asia,4.251.120.13,1,0,0,0.99,68,108,158,70.27,388.66,1.6386,-0.31287646,0
29-03-2025,04:30:00,24.77,deposit,mobile,South Africa,Africa,194.155.160.91,1,1,0,0.86,29,9,461,78.52,142.48,7.9356,-0.794154754,0
22-05-2025,07:58:00,317.13,transfer,mobile,United States,North America,134.33.211.53,1,0,0,0.65,39,141,470,96.07,561.98,221.991,1.667470896,0
20-02-2025,12:38:00,107.38,purchase,desktop,Canada,North America,134.222.170.169,1,0,0,0.68,43,27,960,119.66,40.41,68.7232,-0.098591425,1
08-05-2025,09:55:00,15.5,deposit,desktop,UAE,Middle East,77.73.130.22,1,0,0,0.88,31,101,614,102.6,7.22,3.72,-0.87220671,0
18-06-2025,20:32:00,24.41,deposit,tablet,UAE,Middle East,141.181.115.15,1,0,0,0.78,26,136,870,124.34,1169.99,10.7404,-0.797185898,0
28-01-2025,08:27:00,370.42,transfer,desktop,Japan,Asia,167.133.236.202,1,0,0,0.94,27,66,73,79.81,758.87,44.4504,2.116164394,0
22-06-2025,17:22:00,160.81,purchase,mobile,Germany,Europe,160.229.61.169,0,0,0,0.72,24,4,348,96.13,109.48,45.0268,0.351280851,0
11-04-2025,13:16:00,159.09,deposit,desktop,Indonesia,Asia,200.57.248.176,1,0,0,0.9,58,14,23,116.61,937.06,31.818,0.336798719,0
17-01-2025,02:39:00,9.03,withdrawal,tablet,Germany,Europe,206.159.29.72,0,0,0,0.85,64,25,919,132.33,112.58,1.3545,-0.926683102,0
07-02-2025,22:24:00,270.8,deposit,mobile,Brazil,South America,209.8.169.40,1,0,0,0.85,37,169,288,67.18,191.63,81.24,1.277379514,0
22-03-2025,21:07:00,70.38,deposit,tablet,Argentina,South America,220.236.104.237,1,0,0,0.73,32,134,337,30.8,225.47,38.0052,-0.41012566,0
15-05-2025,23:22:00,129.36,deposit,desktop,Nigeria,Africa,173.193.96.241,1,0,0,0.82,73,5,808,85.06,305.39,46.5696,0.086476751,0
15-04-2025,16:26:00,385.34,deposit,mobile,India,Asia,166.31.239.237,1,0,0,0.68,60,149,678,78.59,223.75,246.6176,2.241788469,0
17-04-2025,10:31:00,12.64,purchase,tablet,Russia,Europe/Asia,209.25.2.52,1,0,0,0.64,67,177,62,122.81,727.19,9.1008,-0.896287464,0
28-02-2025,15:43:00,79,deposit,desktop,Mexico,North America,95.74.155.219,1,0,0,0.78,51,151,555,72.06,246.22,34.76,-0.337546603,0
01-01-2025,01:22:00,6.11,transfer,desktop,Indonesia,Asia,155.108.132.71,1,0,0,0.85,69,37,988,146.78,9.18,1.833,-0.951269047,0
28-04-2025,19:20:00,83.07,deposit,tablet,Germany,Europe,166.147.74.154,0,0,0,0.75,68,83,597,106.36,58.3,20.7675,-0.303277837,0
15-04-2025,06:31:00,34.88,withdrawal,mobile,Saudi Arabia,Middle East,217.187.177.64,1,0,0,0.55,41,53,566,96.48,952.21,31.392,-0.709030129,0
02-03-2025,07:09:00,290.38,withdrawal,tablet,Singapore,Asia,176.247.109.69,1,0,0,0.71,19,177,493,81.08,13.67,168.4204,1.442240064,0
30-04-2025,20:35:00,61,deposit,desktop,United States,North America,75.105.20.0,1,0,0,0.79,37,127,553,57.85,423.29,25.62,-0.489103799,0
04-03-2025,09:34:00,120.57,deposit,tablet,Russia,Europe/Asia,169.130.191.124,1,0,0,0.99,30,138,564,82.3,1126.76,2.4114,0.01246632,0
19-01-2025,01:54:00,236.18,transfer,desktop,South Korea,Asia,195.207.183.252,1,0,0,0.88,42,148,695,104.88,9.15,56.6832,0.985884508,0
06-03-2025,10:06:00,493.93,transfer,mobile,South Korea,Asia,82.34.91.63,1,0,0,0.92,74,176,862,107.82,589.73,79.0288,3.156099351,0
13-04-2025,18:02:00,84.1,purchase,tablet,India,Asia,178.133.47.150,1,0,0,0.4,53,11,429,75.88,365.47,100.92,-0.294605398,0
03-05-2025,22:47:00,73,purchase,mobile,Saudi Arabia,Middle East,19.254.102.4,1,1,0,1,20,79,979,151,9.99,1,-0.388065668,0
30-01-2025,12:21:00,9.45,withdrawal,tablet,France,Europe,94.177.125.216,1,0,0,0.82,64,96,430,145.3,274.08,3.402,-0.923146767,0
09-04-2025,15:18:00,1.54,deposit,desktop,United States,North America,220.209.160.245,1,0,0,0.58,29,139,946,134.88,743.58,1.2936,-0.989747735,0
13-05-2025,19:55:00,112.63,deposit,mobile,Nigeria,Africa,214.36.160.122,1,0,0,0.56,50,39,435,109.71,176.76,99.1144,-0.054387243,0
02-04-2025,22:37:00,8.12,transfer,desktop,Russia,Europe/Asia,177.191.143.67,1,0,0,0.65,45,129,215,70.31,408.16,5.684,-0.93434516,0
21-06-2025,08:57:00,57.44,transfer,tablet,Mexico,North America,133.190.251.206,1,0,0,0.62,28,64,326,84.48,118.21,43.6544,-0.519078444,0
06-06-2025,03:16:00,0.43,purchase,desktop,Mexico,North America,220.194.205.138,1,0,0,0.79,34,47,915,104.15,150.17,0.1806,-0.999093762,0
24-02-2025,13:48:00,114.61,purchase,tablet,Nigeria,Africa,211.111.8.7,1,0,0,0.65,57,91,68,127.74,349.97,80.227,-0.037715951,1
09-04-2025,03:49:00,66.49,withdrawal,mobile,Nigeria,Africa,44.83.68.171,1,0,0,0.79,31,136,561,82.03,9.32,27.9258,-0.442878854,1
10-04-2025,13:40:00,16.3,transfer,desktop,India,Asia,153.33.200.227,1,0,0,0.73,48,76,23,116.86,395.99,8.802,-0.865470834,0
24-03-2025,18:08:00,42.18,deposit,desktop,Germany,Europe,97.190.106.185,0,0,0,0.9,74,126,901,69.23,91.55,4.218,-0.647565267,0
22-04-2025,12:00:00,101.18,transfer,tablet,Saudi Arabia,Middle East,211.37.187.96,1,0,0,0.74,74,92,448,97.07,566,52.6136,-0.150794459,0
05-05-2025,19:13:00,128.3,transfer,tablet,China,Asia,197.209.190.165,1,0,0,0.5,22,48,289,96.85,245.74,128.3,0.077551716,0
23-05-2025,04:10:00,74.46,transfer,tablet,Mexico,North America,187.215.24.209,1,0,0,0.59,64,106,588,72.43,102.06,61.0572,-0.375772696,0
22-06-2025,17:07:00,195.53,purchase,mobile,Australia,Oceania,67.168.185.66,1,0,0,0.83,19,106,228,121.31,344.02,66.4802,0.643617841,0
26-03-2025,17:26:00,14.31,deposit,desktop,United Kingdom,Europe,208.76.117.146,1,0,0,0.97,56,126,765,104.74,737.83,0.8586,-0.882226324,0
19-02-2025,01:32:00,10.6,deposit,tablet,UAE,Middle East,206.235.202.213,1,0,0,0.81,30,115,571,95.86,218.58,4.028,-0.913463946,0
26-05-2025,05:15:00,5.43,purchase,tablet,France,Europe,218.35.229.198,1,0,0,1,37,147,564,85.34,594.34,0,-0.956994541,0
29-05-2025,17:51:00,92.1,purchase,desktop,UAE,Middle East,207.177.114.121,1,0,0,0.45,28,88,605,73.7,824.2,101.31,-0.227246644,0
10-05-2025,23:09:00,147,deposit,mobile,Argentina,South America,218.248.140.179,1,0,1,0.77,31,66,206,132.15,141.21,67.62,0.235002802,0
04-01-2025,12:51:00,16.78,withdrawal,desktop,Singapore,Asia,149.111.207.183,1,0,0,0.52,59,64,519,54.89,530.45,16.1088,-0.861429309,0
24-04-2025,09:26:00,122.25,transfer,tablet,France,Europe,218.124.97.36,1,0,0,0.85,21,96,555,116.02,451.14,36.675,0.026611659,0
01-02-2025,14:44:00,77.77,deposit,desktop,Japan,Asia,152.14.207.79,1,0,0,0.95,69,72,560,50.85,243.85,7.777,-0.347903011,0
08-06-2025,22:17:00,524.36,purchase,tablet,Saudi Arabia,Middle East,102.108.17.184,1,0,0,0.53,64,109,630,123.77,17,492.8984,3.41231521,0
27-02-2025,04:03:00,151.68,deposit,tablet,UAE,Middle East,199.185.9.68,1,0,1,0.91,20,125,938,114.02,487.77,27.3024,0.274407673,0
21-04-2025,09:37:00,128.57,transfer,desktop,Canada,North America,189.249.229.15,1,0,0,1,28,151,762,84.16,16.24,0,0.079825074,0
26-01-2025,06:56:00,101.4,deposit,desktop,Brazil,South America,47.144.68.246,1,0,0,0.62,69,119,958,127.66,1025.78,77.064,-0.148942093,0
05-04-2025,22:38:00,712.72,purchase,mobile,United Kingdom,Europe,133.253.139.84,1,0,0,1,67,29,788,112.87,183.01,0,4.998277063,0
29-01-2025,09:08:00,472.23,withdrawal,tablet,UAE,Middle East,76.93.238.92,1,0,0,0.62,42,71,239,89.73,8.14,358.8948,2.973388732,0
10-01-2025,17:49:00,92.69,purchase,tablet,South Korea,Asia,162.162.119.54,1,0,0,0.78,40,133,549,126.64,78.62,40.7836,-0.222278936,0
12-03-2025,12:04:00,72.88,withdrawal,tablet,China,Asia,144.52.115.215,1,0,0,1,34,40,462,97.79,78.23,0,-0.38907605,0
05-05-2025,21:45:00,74.41,transfer,tablet,Singapore,Asia,149.33.95.136,1,0,0,0.68,70,160,994,69.95,597.6,47.6224,-0.376193688,0
19-01-2025,16:41:00,67.11,purchase,tablet,Russia,Europe/Asia,161.74.74.234,1,0,0,0.71,48,104,297,139.09,23.06,38.9238,-0.437658551,0
24-03-2025,11:09:00,90.96,deposit,desktop,UAE,Middle East,95.55.134.191,1,0,0,0.74,31,3,681,57.34,56.8,47.2992,-0.236845266,0
21-05-2025,08:33:00,38.36,purchase,tablet,United States,North America,220.206.114.13,1,0,0,0.69,64,10,855,110.61,137.21,23.7832,-0.679729071,0
09-01-2025,03:51:00,313.73,purchase,desktop,South Korea,Asia,130.238.27.58,1,0,0,1,35,168,487,132.61,58.54,0,1.638843426,0
07-04-2025,00:06:00,80.86,transfer,mobile,Germany,Europe,142.213.34.137,0,0,0,0.77,20,117,744,88.43,63.94,18.5978,-0.321885693,0
07-06-2025,03:14:00,221.43,withdrawal,tablet,India,Asia,165.112.85.112,1,0,0,1,62,93,901,76.59,71.87,0,0.861691806,0
07-06-2025,11:58:00,77.39,withdrawal,mobile,Argentina,South America,140.235.104.46,1,0,0,0.9,52,173,673,100.53,46.11,15.478,-0.351102552,0
